1.0232930000000001e-07,2.2136051869071325e-08,9.5245370560800998e-05,3.1655795796596857e-04
1.0471290000000000e-07,2.2838516186754067e-08,9.7464440718431531e-05,3.1655795796596857e-04
1.0715190000000000e-07,2.3558053234784826e-08,9.9735220411287413e-05,3.1686783631829101e-04
1.0964780000000001e-07,2.4302938906723428e-08,1.0205888965471172e-04,3.2056441511481732e-04
1.1220180000000000e-07,2.5070475742747202e-08,1.0443679027217146e-04,3.2277919034468200e-04
1.1481539999999999e-07,2.5862713970182957e-08,1.0686998980263086e-04,3.2559525740422004e-04
1.1748980000000000e-07,2.6679041875391329e-08,1.0935988926765102e-04,3.2785576955082465e-04
1.2022640000000000e-07,2.7521622162077973e-08,1.1190788771552333e-04,3.3068320249183576e-04
1.2302689999999999e-07,2.8388493400057275e-08,1.1451518884082850e-04,3.3247837373515620e-04
1.2589249999999999e-07,2.9285914801148922e-08,1.1718328838207827e-04,3.3635229391452205e-04
1.2882499999999999e-07,3.0206437271841159e-08,1.1991348869734358e-04,3.3716297868157860e-04
1.3182570000000000e-07,3.1159350966373279e-08,1.2270738813516605e-04,3.4106943207477006e-04
1.3489630000000000e-07,3.2141226341825177e-08,1.2556628708034677e-04,3.4344528935065943e-04
1.3803840000000000e-07,3.3150672242984713e-08,1.2849188649145717e-04,3.4503900203357031e-04
1.4125379999999999e-07,3.4195629107544956e-08,1.3148568605354869e-04,3.4904035587146197e-04
1.4454400000000000e-07,3.5269036576145625e-08,1.3454918545167260e-04,3.5038605499907214e-04
1.4791080000000000e-07,3.6381875895248423e-08,1.3768398500764038e-04,3.5499536708312359e-04
1.5135609999999999e-07,3.7525066077213321e-08,1.4089198498027370e-04,3.5635604479962218e-04
1.5488169999999999e-07,3.8706687661889505e-08,1.4417468505462387e-04,3.5995417123511772e-04
1.5848929999999999e-07,3.9920459731489428e-08,1.4753378421599261e-04,3.6133856468391714e-04
1.6218099999999999e-07,4.1176886001182142e-08,1.5097128533323134e-04,3.6550570511580561e-04
1.6595870000000001e-07,4.2467491277157565e-08,1.5448878478161189e-04,3.6690987302630913e-04
1.6982439999999999e-07,4.3798217074796873e-08,1.5808828345671599e-04,3.6969753783860671e-04
1.7378010000000000e-07,4.5175685687563764e-08,1.6177168359063506e-04,3.7396659680882517e-04
1.7782790000000000e-07,4.6590606961218935e-08,1.6554098410568105e-04,3.7538033064946752e-04
1.8197010000000000e-07,4.8055219115089526e-08,1.6939798265064578e-04,3.7972846937747121e-04
1.8620869999999999e-07,4.9559632120915671e-08,1.7334488139463103e-04,3.8116331413841137e-04
1.9054610000000001e-07,5.1110785968599600e-08,1.7738378186997846e-04,3.8405349603235563e-04
1.9498450000000001e-07,5.2716402062886091e-08,1.8151678166249027e-04,3.8848685576891505e-04
1.9952619999999999e-07,5.4365621500041295e-08,1.8574608096799837e-04,3.8995098668172034e-04
2.0417380000000000e-07,5.6072730753449368e-08,1.9007398061909479e-04,3.9444289170974879e-04
2.0892960000000001e-07,5.7826184221484534e-08,1.9450268081161137e-04,3.9592959374356944e-04
2.1379620000000000e-07,5.9631317625697995e-08,1.9903468759819990e-04,3.9830774515946314e-04
2.1877620000000001e-07,6.1499714059841802e-08,2.0367218736180355e-04,4.0288873949007758e-04
2.2387210000000000e-07,6.3421661089938526e-08,2.0841778284529447e-04,4.0499596663534404e-04
2.2908680000000001e-07,6.5403262039493286e-08,2.1327388143783403e-04,4.0806439815680329e-04
2.3442289999999999e-07,6.7448094446661523e-08,2.1824328518254459e-04,4.1148445813942255e-04
2.3988330000000001e-07,6.9554648760042872e-08,2.2332838173588949e-04,4.1426043562450609e-04
2.4547090000000002e-07,7.1726614994171603e-08,2.2853197314099105e-04,4.1739753663198078e-04
2.5118860000000002e-07,7.3967693029931050e-08,2.3385688117366960e-04,4.2086699375954215e-04
2.5703960000000001e-07,7.6276515391346748e-08,2.3930586841165133e-04,4.2371586876222261e-04
2.6302679999999998e-07,7.8656939820886381e-08,2.4488187502694491e-04,4.2690487902412452e-04
2.6915349999999999e-07,8.1113266073453802e-08,2.5058778199346481e-04,4.3048831096970661e-04
2.7542290000000000e-07,8.3643686633908159e-08,2.5642656894861568e-04,4.3338121083901692e-04
2.8183830000000002e-07,8.6244527273873579e-08,2.6240157071836715e-04,4.3528700746704892e-04
2.8840319999999998e-07,8.8944583919606270e-08,2.6851566827663356e-04,4.4161163933050597e-04
2.9512089999999999e-07,9.1709251338545743e-08,2.7477227538017667e-04,4.4187965988368432e-04
3.0199519999999998e-07,9.4568152256996280e-08,2.8117476632036207e-04,4.4652947503706262e-04
3.0902949999999999e-07,9.7518135363080157e-08,2.8772637725966906e-04,4.5026835894439057e-04
3.1622779999999998e-07,1.0055705373925019e-07,2.9443067981644357e-04,4.5327882362637212e-04
3.2359369999999998e-07,1.0368046358190671e-07,3.0129126534172984e-04,4.5526869844337458e-04
3.3113109999999999e-07,1.0690037815761923e-07,3.0831166598847771e-04,4.5865111376572278e-04
3.3884420000000002e-07,1.1024309523307148e-07,3.1549576909820195e-04,4.6529358284510571e-04
3.4673690000000002e-07,1.1366561725922471e-07,3.2284716602194670e-04,4.6556077187161801e-04
3.5481339999999998e-07,1.1719384142899241e-07,3.3036996116090511e-04,4.6900441984602738e-04
3.6307809999999998e-07,1.2083106902275741e-07,3.3806806158928995e-04,4.7248378059002680e-04
3.7153520000000001e-07,1.2460110359417063e-07,3.4594547304480435e-04,4.7858799717438971e-04
3.8018940000000001e-07,1.2847293915479496e-07,3.5400655645371603e-04,4.8031205784869062e-04
3.8904510000000002e-07,1.3245828114111028e-07,3.6225545568261438e-04,4.8313621923680612e-04
3.9810720000000002e-07,1.3656662690068542e-07,3.7069666978665344e-04,4.8670081210347432e-04
4.0738030000000002e-07,1.4081837609675864e-07,3.7933446102861096e-04,4.9222643578379491e-04
4.1686939999999999e-07,1.4518473082980397e-07,3.8817366391950760e-04,4.9397607306221885e-04
4.2657949999999999e-07,1.4968578885277962e-07,3.9721875778179968e-04,4.9762424707830162e-04
4.3651580000000001e-07,1.5432565259360901e-07,4.0647475472079024e-04,5.0128190095700194e-04
4.4668360000000001e-07,1.5910872244395604e-07,4.1594644978210419e-04,5.0498562500000087e-04
4.5708820000000001e-07,1.6405869737417208e-07,4.2563885507104483e-04,5.1070655659272741e-04
4.6773509999999999e-07,1.6914197654602710e-07,4.3555716028719773e-04,5.1251489655474661e-04
4.7863009999999998e-07,1.7438196293940173e-07,4.4570655513014880e-04,5.1628559874325084e-04
4.8977880000000002e-07,1.7978365287344087e-07,4.5609254502265213e-04,5.2009389475124500e-04
5.0118720000000001e-07,1.8535184928684843e-07,4.6672055645667019e-04,5.2391705146128743e-04
5.1286140000000005e-07,1.9107385221516315e-07,4.7759625271654154e-04,5.2612750407783019e-04
5.2480750000000004e-07,1.9699016104785132e-07,4.8872545494818933e-04,5.3160223972425450e-04
5.3703179999999995e-07,2.0311288376843295e-07,5.0011394483214064e-04,5.3762375722963965e-04
5.4954090000000002e-07,2.0939050619539338e-07,5.1176793816827939e-04,5.3866706852265906e-04
5.6234130000000000e-07,2.1586143013239678e-07,5.2369345342950910e-04,5.4261168555463316e-04
5.7543990000000003e-07,2.2254175746104737e-07,5.3589694320809052e-04,5.4741122825172550e-04
5.8884370000000000e-07,2.2942801522648939e-07,5.4838484036358575e-04,5.5143453535023285e-04
6.0255960000000005e-07,2.3650435807219313e-07,5.6116383428063204e-04,5.5374804085823906e-04
6.1659500000000002e-07,2.4382090705119142e-07,5.7424063407656453e-04,5.5950607894709006e-04
6.3095729999999998e-07,2.5133938072927811e-07,5.8762214619569866e-04,5.6185531284884036e-04
6.4565420000000000e-07,2.5911305739117307e-07,6.0131553360742458e-04,5.6769566420345559e-04
